"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant"
"coverlets-newtown","Newtown","<p>Newtown pattern from our Coverlets collection. Pattern #01-02-114. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","coverlets, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-02-114-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://s3.us-east-005.backblazeb2.com/cf-data/collections/coverlets/thumbnails/newtown.jpg","1","Newtown pattern thumbnail","Newtown - Coverlets Collection | ColorFlex Wallpaper","Newtown pattern from our Coverlets collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/collections","coverlets","newtown","2","Texture,Pattern","24x24","straight","SW7067 CITYSCAPE,SW0055 LIGHT FRENCH GRAY,SC0001 COTTAGE LINEN","01-02-114","02","114",""
"coverlets-newtown","Newtown","<p>Newtown pattern from our Coverlets collection. Pattern #01-02-114. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","coverlets, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-02-114-fabric","79.99","","TRUE","TRUE","","","continue","","https://s3.us-east-005.backblazeb2.com/cf-data/collections/coverlets/thumbnails/newtown.jpg","","","Newtown - Coverlets Collection | ColorFlex Wallpaper","Newtown pattern from our Coverlets collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/collections","coverlets","newtown","2","Texture,Pattern","24x24","straight","SW7067 CITYSCAPE,SW0055 LIGHT FRENCH GRAY,SC0001 COTTAGE LINEN","01-02-114","02","114",""
"coverlets-newtown","Newtown","<p>Newtown pattern from our Coverlets collection. Pattern #01-02-114. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","coverlets, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-02-114-decal","69.99","","TRUE","TRUE","","","continue","","https://s3.us-east-005.backblazeb2.com/cf-data/collections/coverlets/thumbnails/newtown.jpg","","","Newtown - Coverlets Collection | ColorFlex Wallpaper","Newtown pattern from our Coverlets collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/collections","coverlets","newtown","2","Texture,Pattern","24x24","straight","SW7067 CITYSCAPE,SW0055 LIGHT FRENCH GRAY,SC0001 COTTAGE LINEN","01-02-114","02","114",""
"coverlets-quakertown","Quakertown","<p>Quakertown pattern from our Coverlets collection. Pattern #01-02-117. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","coverlets, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-02-117-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://s3.us-east-005.backblazeb2.com/cf-data/collections/coverlets/thumbnails/quakertown.jpg","1","Quakertown pattern thumbnail","Quakertown - Coverlets Collection | ColorFlex Wallpaper","Quakertown pattern from our Coverlets collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/collections","coverlets","quakertown","2","Texture,Design","24x24","straight","SW6135 ECRU,SW0050 CLASSIC LIGHT BUFF,SW7069 IRON ORE","01-02-117","02","117",""
"coverlets-quakertown","Quakertown","<p>Quakertown pattern from our Coverlets collection. Pattern #01-02-117. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","coverlets, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-02-117-fabric","79.99","","TRUE","TRUE","","","continue","","https://s3.us-east-005.backblazeb2.com/cf-data/collections/coverlets/thumbnails/quakertown.jpg","","","Quakertown - Coverlets Collection | ColorFlex Wallpaper","Quakertown pattern from our Coverlets collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/collections","coverlets","quakertown","2","Texture,Design","24x24","straight","SW6135 ECRU,SW0050 CLASSIC LIGHT BUFF,SW7069 IRON ORE","01-02-117","02","117",""
"coverlets-quakertown","Quakertown","<p>Quakertown pattern from our Coverlets collection. Pattern #01-02-117. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","coverlets, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-02-117-decal","69.99","","TRUE","TRUE","","","continue","","https://s3.us-east-005.backblazeb2.com/cf-data/collections/coverlets/thumbnails/quakertown.jpg","","","Quakertown - Coverlets Collection | ColorFlex Wallpaper","Quakertown pattern from our Coverlets collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/collections","coverlets","quakertown","2","Texture,Design","24x24","straight","SW6135 ECRU,SW0050 CLASSIC LIGHT BUFF,SW7069 IRON ORE","01-02-117","02","117",""
"coverlets-kingston","Kingston","<p>Kingston pattern from our Coverlets collection. Pattern #01-02-111. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","coverlets, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-02-111-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://s3.us-east-005.backblazeb2.com/cf-data/collections/coverlets/thumbnails/kingston.jpg","1","Kingston pattern thumbnail","Kingston - Coverlets Collection | ColorFlex Wallpaper","Kingston pattern from our Coverlets collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/collections","coverlets","kingston","2","Texture,Pattern","24x24","straight","SW6395 ALCHEMY,SW6135 ECRU,SC0001 COTTAGE LINEN","01-02-111","02","111",""
"coverlets-kingston","Kingston","<p>Kingston pattern from our Coverlets collection. Pattern #01-02-111. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","coverlets, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-02-111-fabric","79.99","","TRUE","TRUE","","","continue","","https://s3.us-east-005.backblazeb2.com/cf-data/collections/coverlets/thumbnails/kingston.jpg","","","Kingston - Coverlets Collection | ColorFlex Wallpaper","Kingston pattern from our Coverlets collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/collections","coverlets","kingston","2","Texture,Pattern","24x24","straight","SW6395 ALCHEMY,SW6135 ECRU,SC0001 COTTAGE LINEN","01-02-111","02","111",""
"coverlets-kingston","Kingston","<p>Kingston pattern from our Coverlets collection. Pattern #01-02-111. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","coverlets, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-02-111-decal","69.99","","TRUE","TRUE","","","continue","","https://s3.us-east-005.backblazeb2.com/cf-data/collections/coverlets/thumbnails/kingston.jpg","","","Kingston - Coverlets Collection | ColorFlex Wallpaper","Kingston pattern from our Coverlets collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/collections","coverlets","kingston","2","Texture,Pattern","24x24","straight","SW6395 ALCHEMY,SW6135 ECRU,SC0001 COTTAGE LINEN","01-02-111","02","111",""
"coverlets-zane-tweed","Zane Tweed","<p>Zane Tweed pattern from our Coverlets collection. Pattern #01-02-126. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","coverlets, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-02-126-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://s3.us-east-005.backblazeb2.com/cf-data/collections/coverlets/thumbnails/zane-tweed.jpg","1","Zane Tweed pattern thumbnail","Zane Tweed - Coverlets Collection | ColorFlex Wallpaper","Zane Tweed pattern from our Coverlets collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://s3.us-east-005.backblazeb2.com/cf-data/collections","coverlets","zane-tweed","1","White @ 75% Transparency","24x24","straight","SW6244 NAVAL,SW6242 BRACING BLUE","01-02-126","02","126",""
