"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant"
"silk-road-antioch","Antioch","<p>Antioch pattern from our Silk-road collection. Pattern #01-15-108. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","silk-road, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-15-108-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/silk-road/thumbnails/antioch.jpg","1","Antioch pattern thumbnail","Antioch - Silk-road Collection | ColorFlex Wallpaper","Antioch pattern from our Silk-road collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","silk-road","antioch","4","Layer 1,Layer 2,Layer 3,Layer 4","24x24","straight","SW7069 IRON ORE,SW0043 PERISTYLE BRASS,SW6212 QUIETUDE,SW6394  SEQUIN,SW6214 UNDERSEAS","01-15-108","15","108",""
"silk-road-antioch","Antioch","<p>Antioch pattern from our Silk-road collection. Pattern #01-15-108. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","silk-road, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-15-108-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/silk-road/thumbnails/antioch.jpg","","","Antioch - Silk-road Collection | ColorFlex Wallpaper","Antioch pattern from our Silk-road collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","silk-road","antioch","4","Layer 1,Layer 2,Layer 3,Layer 4","24x24","straight","SW7069 IRON ORE,SW0043 PERISTYLE BRASS,SW6212 QUIETUDE,SW6394  SEQUIN,SW6214 UNDERSEAS","01-15-108","15","108",""
"silk-road-antioch","Antioch","<p>Antioch pattern from our Silk-road collection. Pattern #01-15-108. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","silk-road, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-15-108-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/silk-road/thumbnails/antioch.jpg","","","Antioch - Silk-road Collection | ColorFlex Wallpaper","Antioch pattern from our Silk-road collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","silk-road","antioch","4","Layer 1,Layer 2,Layer 3,Layer 4","24x24","straight","SW7069 IRON ORE,SW0043 PERISTYLE BRASS,SW6212 QUIETUDE,SW6394  SEQUIN,SW6214 UNDERSEAS","01-15-108","15","108",""
"silk-road-palmyra","Palmyra","<p>Palmyra pattern from our Silk-road collection. Pattern #01-15-102. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","silk-road, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-15-102-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/silk-road/thumbnails/palmyra.jpg","1","Palmyra pattern thumbnail","Palmyra - Silk-road Collection | ColorFlex Wallpaper","Palmyra pattern from our Silk-road collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","silk-road","palmyra","5","Leaves,Stems,Tassels,Pods,Seeds","24x20","straight","SW6990 CAVIAR,SW0043 PERISTYLE BRASS,SW6394 SEQUIN,SW6394 SEQUIN,SW6214 UNDERSEAS,SW6212 QUIETUDE","01-15-102","15","102",""
"silk-road-palmyra","Palmyra","<p>Palmyra pattern from our Silk-road collection. Pattern #01-15-102. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","silk-road, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-15-102-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/silk-road/thumbnails/palmyra.jpg","","","Palmyra - Silk-road Collection | ColorFlex Wallpaper","Palmyra pattern from our Silk-road collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","silk-road","palmyra","5","Leaves,Stems,Tassels,Pods,Seeds","24x20","straight","SW6990 CAVIAR,SW0043 PERISTYLE BRASS,SW6394 SEQUIN,SW6394 SEQUIN,SW6214 UNDERSEAS,SW6212 QUIETUDE","01-15-102","15","102",""
"silk-road-palmyra","Palmyra","<p>Palmyra pattern from our Silk-road collection. Pattern #01-15-102. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","silk-road, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-15-102-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/silk-road/thumbnails/palmyra.jpg","","","Palmyra - Silk-road Collection | ColorFlex Wallpaper","Palmyra pattern from our Silk-road collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","silk-road","palmyra","5","Leaves,Stems,Tassels,Pods,Seeds","24x20","straight","SW6990 CAVIAR,SW0043 PERISTYLE BRASS,SW6394 SEQUIN,SW6394 SEQUIN,SW6214 UNDERSEAS,SW6212 QUIETUDE","01-15-102","15","102",""
"silk-road-endere","Endere","<p>Endere pattern from our Silk-road collection. Pattern #01-15-110. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","silk-road, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-15-110-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/silk-road/thumbnails/endere.jpg","1","Endere pattern thumbnail","Endere - Silk-road Collection | ColorFlex Wallpaper","Endere pattern from our Silk-road collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","silk-road","endere","7","Texture,Center,Wings,Center Pattern,Center Top,Lower Design,Outter Design","24x24","straight","SW0050 CLASSIC LIGHT BUFF,SW6135 ECRU,SW6158 SAWDUST,SW7740 MESSENGER BAG,SW6158 SAWDUST,SW0043 PERISTYLE BRASS,SW7694 DROMEDARY CAMEL,SW6214 UNDERSEAS,SW9658 FRESH EUCALYPTUS","01-15-110","15","110",""
"silk-road-endere","Endere","<p>Endere pattern from our Silk-road collection. Pattern #01-15-110. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","silk-road, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-15-110-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/silk-road/thumbnails/endere.jpg","","","Endere - Silk-road Collection | ColorFlex Wallpaper","Endere pattern from our Silk-road collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","silk-road","endere","7","Texture,Center,Wings,Center Pattern,Center Top,Lower Design,Outter Design","24x24","straight","SW0050 CLASSIC LIGHT BUFF,SW6135 ECRU,SW6158 SAWDUST,SW7740 MESSENGER BAG,SW6158 SAWDUST,SW0043 PERISTYLE BRASS,SW7694 DROMEDARY CAMEL,SW6214 UNDERSEAS,SW9658 FRESH EUCALYPTUS","01-15-110","15","110",""
"silk-road-endere","Endere","<p>Endere pattern from our Silk-road collection. Pattern #01-15-110. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","silk-road, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-15-110-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/silk-road/thumbnails/endere.jpg","","","Endere - Silk-road Collection | ColorFlex Wallpaper","Endere pattern from our Silk-road collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","silk-road","endere","7","Texture,Center,Wings,Center Pattern,Center Top,Lower Design,Outter Design","24x24","straight","SW0050 CLASSIC LIGHT BUFF,SW6135 ECRU,SW6158 SAWDUST,SW7740 MESSENGER BAG,SW6158 SAWDUST,SW0043 PERISTYLE BRASS,SW7694 DROMEDARY CAMEL,SW6214 UNDERSEAS,SW9658 FRESH EUCALYPTUS","01-15-110","15","110",""
"silk-road-tbilsi","Tbilsi","<p>Tbilsi pattern from our Silk-road collection. Pattern #01-15-111. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","silk-road, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-15-111-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/silk-road/thumbnails/tbilsi.jpg","1","Tbilsi pattern thumbnail","Tbilsi - Silk-road Collection | ColorFlex Wallpaper","Tbilsi pattern from our Silk-road collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","silk-road","tbilsi","5","Texture,Medalian Background,Medalian Center,Medalian Center Sm,Pattern","24x24","straight","SW6204 SEA SALT,SW6212 QUIETUDE,SW6214 UNDERSEAS,SW0043 PERISTYLE BRASS,SW6214 UNDERSEAS,SW7069 IRON ORE","01-15-111","15","111",""
