"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant"
"english-cottage-nottingham","Nottingham","<p>Nottingham pattern from our English-cottage collection. Pattern #01-03-130. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-130-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/english-cottage/thumbnails/nottingham.jpg","1","Nottingham pattern thumbnail","Nottingham - English-cottage Collection | ColorFlex Wallpaper","Nottingham pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","english-cottage","nottingham","9","Leaves,Grape Clusters,Shields,Shapes,Buds,Star Flowers,Flowers,Bud Sprout,Outline","24x24","straight","SW7548 PORTICO,SW6424 TANSY GREEN,SW9133 JASPER STONE,SW6215 ROCKY RIVER,SW6425 RELENTLESS OLIVE,SW2802 ROOKWOOD RED,SW6395 ALCHEMY,SW9133 JASPER STONE,SW6371 VANILLIN,SW7069 IRON ORE","01-03-130","03","130",""
"english-cottage-nottingham","Nottingham","<p>Nottingham pattern from our English-cottage collection. Pattern #01-03-130. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-130-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/english-cottage/thumbnails/nottingham.jpg","","","Nottingham - English-cottage Collection | ColorFlex Wallpaper","Nottingham pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","english-cottage","nottingham","9","Leaves,Grape Clusters,Shields,Shapes,Buds,Star Flowers,Flowers,Bud Sprout,Outline","24x24","straight","SW7548 PORTICO,SW6424 TANSY GREEN,SW9133 JASPER STONE,SW6215 ROCKY RIVER,SW6425 RELENTLESS OLIVE,SW2802 ROOKWOOD RED,SW6395 ALCHEMY,SW9133 JASPER STONE,SW6371 VANILLIN,SW7069 IRON ORE","01-03-130","03","130",""
"english-cottage-nottingham","Nottingham","<p>Nottingham pattern from our English-cottage collection. Pattern #01-03-130. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-130-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/english-cottage/thumbnails/nottingham.jpg","","","Nottingham - English-cottage Collection | ColorFlex Wallpaper","Nottingham pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","english-cottage","nottingham","9","Leaves,Grape Clusters,Shields,Shapes,Buds,Star Flowers,Flowers,Bud Sprout,Outline","24x24","straight","SW7548 PORTICO,SW6424 TANSY GREEN,SW9133 JASPER STONE,SW6215 ROCKY RIVER,SW6425 RELENTLESS OLIVE,SW2802 ROOKWOOD RED,SW6395 ALCHEMY,SW9133 JASPER STONE,SW6371 VANILLIN,SW7069 IRON ORE","01-03-130","03","130",""
"english-cottage-rose-hill","Rose Hill","<p>Rose Hill pattern from our English-cottage collection. Pattern #01-03-131. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-131-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/english-cottage/thumbnails/rose-hill.jpg","1","Rose Hill pattern thumbnail","Rose Hill - English-cottage Collection | ColorFlex Wallpaper","Rose Hill pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","english-cottage","rose-hill","5","Layer 1,Layer 2,Layer 3,Layer 4,Layer 5","24x15","straight","SC0001 COTTAGE LINEN,SW6239 UPWARD,SW6242 BRACING BLUE,SC0001 COTTAGE LINEN,SW6242 BRACING BLUE,SW6244 NAVAL","01-03-131","03","131",""
"english-cottage-rose-hill","Rose Hill","<p>Rose Hill pattern from our English-cottage collection. Pattern #01-03-131. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-131-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/english-cottage/thumbnails/rose-hill.jpg","","","Rose Hill - English-cottage Collection | ColorFlex Wallpaper","Rose Hill pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","english-cottage","rose-hill","5","Layer 1,Layer 2,Layer 3,Layer 4,Layer 5","24x15","straight","SC0001 COTTAGE LINEN,SW6239 UPWARD,SW6242 BRACING BLUE,SC0001 COTTAGE LINEN,SW6242 BRACING BLUE,SW6244 NAVAL","01-03-131","03","131",""
"english-cottage-rose-hill","Rose Hill","<p>Rose Hill pattern from our English-cottage collection. Pattern #01-03-131. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-131-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/english-cottage/thumbnails/rose-hill.jpg","","","Rose Hill - English-cottage Collection | ColorFlex Wallpaper","Rose Hill pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","english-cottage","rose-hill","5","Layer 1,Layer 2,Layer 3,Layer 4,Layer 5","24x15","straight","SC0001 COTTAGE LINEN,SW6239 UPWARD,SW6242 BRACING BLUE,SC0001 COTTAGE LINEN,SW6242 BRACING BLUE,SW6244 NAVAL","01-03-131","03","131",""
"english-cottage-minton-stripe","Minton Stripe","<p>Minton Stripe pattern from our English-cottage collection. Pattern #01-03-134. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-134-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/english-cottage/thumbnails/minton-stripe.jpg","1","Minton Stripe pattern thumbnail","Minton Stripe - English-cottage Collection | ColorFlex Wallpaper","Minton Stripe pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","english-cottage","minton-stripe","3","Stripes,Large Design,Small Design","24x24","straight","SW9075 BERRY CREAM,SW6558 PLUMMY,SC0001 COTTAGE LINEN","01-03-134","03","134",""
"english-cottage-minton-stripe","Minton Stripe","<p>Minton Stripe pattern from our English-cottage collection. Pattern #01-03-134. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-03-134-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/english-cottage/thumbnails/minton-stripe.jpg","","","Minton Stripe - English-cottage Collection | ColorFlex Wallpaper","Minton Stripe pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","english-cottage","minton-stripe","3","Stripes,Large Design,Small Design","24x24","straight","SW9075 BERRY CREAM,SW6558 PLUMMY,SC0001 COTTAGE LINEN","01-03-134","03","134",""
"english-cottage-minton-stripe","Minton Stripe","<p>Minton Stripe pattern from our English-cottage collection. Pattern #01-03-134. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-03-134-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/english-cottage/thumbnails/minton-stripe.jpg","","","Minton Stripe - English-cottage Collection | ColorFlex Wallpaper","Minton Stripe pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","english-cottage","minton-stripe","3","Stripes,Large Design,Small Design","24x24","straight","SW9075 BERRY CREAM,SW6558 PLUMMY,SC0001 COTTAGE LINEN","01-03-134","03","134",""
"english-cottage-ansley-copenhagenn-name-only-","Ansley Copenhagenn Name Only.","<p>Ansley Copenhagenn Name Only. pattern from our English-cottage collection. Pattern #01-03-132. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","english-cottage, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-03-132-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/english-cottage/thumbnails/ansley-copenhagenn-name-only..jpg","1","Ansley Copenhagenn Name Only. pattern thumbnail","Ansley Copenhagenn Name Only. - English-cottage Collection | ColorFlex Wallpaper","Ansley Copenhagenn Name Only. pattern from our English-cottage collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","english-cottage","ansley-copenhagenn-name-only.","3","Dish Background,Dish Design,Small Design","24x24","straight","SW6244 NAVAL,SC0001 COTTAGE LINEN,SW6244 NAVAL,SC0001 COTTAGE LINEN","01-03-132","03","132",""
