"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","custom.base_url","custom.collection","custom.pattern","custom.layer_count","custom.layer_labels","custom.pattern_size","custom.tiling_type","custom.designer_colors","custom.pattern_number","custom.collection_sequence","custom.pattern_sequence","custom.pattern_variant"
"geometry-meet-in-the-middle","Meet In The Middle","<p>Meet In The Middle pattern from our Geometry collection. Pattern #01-14-110. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","geometry, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-14-110-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/geometry/thumbnails/meet-in-the-middle.jpg","1","Meet In The Middle pattern thumbnail","Meet In The Middle - Geometry Collection | ColorFlex Wallpaper","Meet In The Middle pattern from our Geometry collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","geometry","meet-in-the-middle","2","Pattern,Center Line","24x24","straight","SW0050 CLASSIC LIGHT BUFF,SW7069 IRON ORE,SW0043 PERISTYLE BRASS","01-14-110","14","110",""
"geometry-meet-in-the-middle","Meet In The Middle","<p>Meet In The Middle pattern from our Geometry collection. Pattern #01-14-110. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","geometry, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-14-110-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/geometry/thumbnails/meet-in-the-middle.jpg","","","Meet In The Middle - Geometry Collection | ColorFlex Wallpaper","Meet In The Middle pattern from our Geometry collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","geometry","meet-in-the-middle","2","Pattern,Center Line","24x24","straight","SW0050 CLASSIC LIGHT BUFF,SW7069 IRON ORE,SW0043 PERISTYLE BRASS","01-14-110","14","110",""
"geometry-meet-in-the-middle","Meet In The Middle","<p>Meet In The Middle pattern from our Geometry collection. Pattern #01-14-110. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","geometry, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-14-110-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/geometry/thumbnails/meet-in-the-middle.jpg","","","Meet In The Middle - Geometry Collection | ColorFlex Wallpaper","Meet In The Middle pattern from our Geometry collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","geometry","meet-in-the-middle","2","Pattern,Center Line","24x24","straight","SW0050 CLASSIC LIGHT BUFF,SW7069 IRON ORE,SW0043 PERISTYLE BRASS","01-14-110","14","110",""
"geometry-riparian","Riparian","<p>Riparian pattern from our Geometry collection. Pattern #01-14-105. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","geometry, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-14-105-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/geometry/thumbnails/riparian.jpg","1","Riparian pattern thumbnail","Riparian - Geometry Collection | ColorFlex Wallpaper","Riparian pattern from our Geometry collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","geometry","riparian","5","Vertical,Vertical,Horizontal,Horizontal,Dots","24x24","straight","SW7069 IRON ORE,SW3441 FOOTHILLS,SC0001 COTTAGE LINEN,SW7067 CITYSCAPE,SW9163 TIN LIZZIE,SW3174 LENNOX HILL","01-14-105","14","105",""
"geometry-riparian","Riparian","<p>Riparian pattern from our Geometry collection. Pattern #01-14-105. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","geometry, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-14-105-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/geometry/thumbnails/riparian.jpg","","","Riparian - Geometry Collection | ColorFlex Wallpaper","Riparian pattern from our Geometry collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","geometry","riparian","5","Vertical,Vertical,Horizontal,Horizontal,Dots","24x24","straight","SW7069 IRON ORE,SW3441 FOOTHILLS,SC0001 COTTAGE LINEN,SW7067 CITYSCAPE,SW9163 TIN LIZZIE,SW3174 LENNOX HILL","01-14-105","14","105",""
"geometry-riparian","Riparian","<p>Riparian pattern from our Geometry collection. Pattern #01-14-105. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","geometry, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-14-105-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/geometry/thumbnails/riparian.jpg","","","Riparian - Geometry Collection | ColorFlex Wallpaper","Riparian pattern from our Geometry collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","geometry","riparian","5","Vertical,Vertical,Horizontal,Horizontal,Dots","24x24","straight","SW7069 IRON ORE,SW3441 FOOTHILLS,SC0001 COTTAGE LINEN,SW7067 CITYSCAPE,SW9163 TIN LIZZIE,SW3174 LENNOX HILL","01-14-105","14","105",""
"geometry-fluvial","Fluvial","<p>Fluvial pattern from our Geometry collection. Pattern #01-14-107. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","geometry, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-14-107-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/geometry/thumbnails/fluvial.jpg","1","Fluvial pattern thumbnail","Fluvial - Geometry Collection | ColorFlex Wallpaper","Fluvial pattern from our Geometry collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","geometry","fluvial","3","Left Side,Right Side,Top Of Block","24x24","straight","SC0002 COTTAGE COAL,SW7740 MESSENGER BAG,SW0043 PERISTYLE BRASS,SW7698 STRAW HARVEST","01-14-107","14","107",""
"geometry-fluvial","Fluvial","<p>Fluvial pattern from our Geometry collection. Pattern #01-14-107. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","geometry, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-14-107-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/geometry/thumbnails/fluvial.jpg","","","Fluvial - Geometry Collection | ColorFlex Wallpaper","Fluvial pattern from our Geometry collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","geometry","fluvial","3","Left Side,Right Side,Top Of Block","24x24","straight","SC0002 COTTAGE COAL,SW7740 MESSENGER BAG,SW0043 PERISTYLE BRASS,SW7698 STRAW HARVEST","01-14-107","14","107",""
"geometry-fluvial","Fluvial","<p>Fluvial pattern from our Geometry collection. Pattern #01-14-107. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","geometry, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-14-107-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/geometry/thumbnails/fluvial.jpg","","","Fluvial - Geometry Collection | ColorFlex Wallpaper","Fluvial pattern from our Geometry collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","geometry","fluvial","3","Left Side,Right Side,Top Of Block","24x24","straight","SC0002 COTTAGE COAL,SW7740 MESSENGER BAG,SW0043 PERISTYLE BRASS,SW7698 STRAW HARVEST","01-14-107","14","107",""
"geometry-meander","Meander","<p>Meander pattern from our Geometry collection. Pattern #01-14-108. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","geometry, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-14-108-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/geometry/thumbnails/meander.jpg","1","Meander pattern thumbnail","Meander - Geometry Collection | ColorFlex Wallpaper","Meander pattern from our Geometry collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","geometry","meander","6","Tiny Diamond,Diamond Center,Dot,Diamond Middle,Bracket,Diamond Outside","24x24","straight","SW7069 IRON ORE,SW7065 ARGOS,SW9163 TIN LIZZIE,SW7067 CITYSCAPE,SW6135 ECRU,SW7699 RUSTIC CITY,SW6158 SAWDUST","01-14-108","14","108",""
