"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Variant SKU","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Variant Inventory Tracker","Variant Inventory Policy","Variant Inventory Qty","Image Src","Image Position","Image Alt Text","SEO Title","SEO Description","product.metafields.color_flex.base_url","product.metafields.color_flex.collection","product.metafields.color_flex.pattern","product.metafields.color_flex.layer_count","product.metafields.color_flex.layer_labels","product.metafields.color_flex.pattern_size","product.metafields.color_flex.tiling_type","product.metafields.color_flex.designer_colors","product.metafields.color_flex.pattern_number","product.metafields.color_flex.collection_sequence","product.metafields.color_flex.pattern_sequence","product.metafields.color_flex.pattern_variant"
"ikats-jassar","Jassar","<p>Jassar pattern from our Ikats collection. Pattern #01-22-103. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","ikats, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-22-103-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ikats/thumbnails/jassar.jpg","1","Jassar pattern thumbnail","Jassar - Ikats Collection | ColorFlex Wallpaper","Jassar pattern from our Ikats collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ikats","jassar","2","Texture,Zig Zag","24x24","straight","SC0001 COTTAGE LINEN,SW0062 PEARL GRAY,SW6214 UNDERSEAS","01-22-103","22","103",""
"ikats-jassar","Jassar","<p>Jassar pattern from our Ikats collection. Pattern #01-22-103. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","ikats, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-22-103-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ikats/thumbnails/jassar.jpg","","","Jassar - Ikats Collection | ColorFlex Wallpaper","Jassar pattern from our Ikats collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ikats","jassar","2","Texture,Zig Zag","24x24","straight","SC0001 COTTAGE LINEN,SW0062 PEARL GRAY,SW6214 UNDERSEAS","01-22-103","22","103",""
"ikats-jassar","Jassar","<p>Jassar pattern from our Ikats collection. Pattern #01-22-103. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","ikats, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-22-103-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ikats/thumbnails/jassar.jpg","","","Jassar - Ikats Collection | ColorFlex Wallpaper","Jassar pattern from our Ikats collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ikats","jassar","2","Texture,Zig Zag","24x24","straight","SC0001 COTTAGE LINEN,SW0062 PEARL GRAY,SW6214 UNDERSEAS","01-22-103","22","103",""
"ikats-jahmal","Jahmal","<p>Jahmal pattern from our Ikats collection. Pattern #01-22-108. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","ikats, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-22-108-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ikats/thumbnails/jahmal.jpg","1","Jahmal pattern thumbnail","Jahmal - Ikats Collection | ColorFlex Wallpaper","Jahmal pattern from our Ikats collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ikats","jahmal","3","Texture,Sm Dots,Lg Pattern","24x24","straight","SC0001 COTTAGE LINEN,SW7698 STRAW HARVEST,SW7740 MESSENGER BAG,SW0032 NEEDLEPOINT NAVY","01-22-108","22","108",""
"ikats-jahmal","Jahmal","<p>Jahmal pattern from our Ikats collection. Pattern #01-22-108. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","ikats, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-22-108-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ikats/thumbnails/jahmal.jpg","","","Jahmal - Ikats Collection | ColorFlex Wallpaper","Jahmal pattern from our Ikats collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ikats","jahmal","3","Texture,Sm Dots,Lg Pattern","24x24","straight","SC0001 COTTAGE LINEN,SW7698 STRAW HARVEST,SW7740 MESSENGER BAG,SW0032 NEEDLEPOINT NAVY","01-22-108","22","108",""
"ikats-jahmal","Jahmal","<p>Jahmal pattern from our Ikats collection. Pattern #01-22-108. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","ikats, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-22-108-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ikats/thumbnails/jahmal.jpg","","","Jahmal - Ikats Collection | ColorFlex Wallpaper","Jahmal pattern from our Ikats collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ikats","jahmal","3","Texture,Sm Dots,Lg Pattern","24x24","straight","SC0001 COTTAGE LINEN,SW7698 STRAW HARVEST,SW7740 MESSENGER BAG,SW0032 NEEDLEPOINT NAVY","01-22-108","22","108",""
"ikats-jumana","Jumana","<p>Jumana pattern from our Ikats collection. Pattern #01-22-106. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","ikats, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-22-106-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ikats/thumbnails/jumana.jpg","1","Jumana pattern thumbnail","Jumana - Ikats Collection | ColorFlex Wallpaper","Jumana pattern from our Ikats collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ikats","jumana","3","Texture,Round,Corners","24x24","straight","SW0050 CLASSIC LIGHT BUFF,SW6135 OCRE,SW6187 ROSEMARY,SW0043 PERISTYLE BRASS","01-22-106","22","106",""
"ikats-jumana","Jumana","<p>Jumana pattern from our Ikats collection. Pattern #01-22-106. Customize colors to match your space perfectly with our ColorFlex system. Available as High-quality fabric suitable for upholstery, curtains, and decor projects.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","ikats, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Fabric","01-22-106-fabric","79.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ikats/thumbnails/jumana.jpg","","","Jumana - Ikats Collection | ColorFlex Wallpaper","Jumana pattern from our Ikats collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ikats","jumana","3","Texture,Round,Corners","24x24","straight","SW0050 CLASSIC LIGHT BUFF,SW6135 OCRE,SW6187 ROSEMARY,SW0043 PERISTYLE BRASS","01-22-106","22","106",""
"ikats-jumana","Jumana","<p>Jumana pattern from our Ikats collection. Pattern #01-22-106. Customize colors to match your space perfectly with our ColorFlex system. Available as Removable vinyl decal perfect for temporary decoration and rental spaces.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","ikats, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Removable Decal","01-22-106-decal","69.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ikats/thumbnails/jumana.jpg","","","Jumana - Ikats Collection | ColorFlex Wallpaper","Jumana pattern from our Ikats collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ikats","jumana","3","Texture,Round,Corners","24x24","straight","SW0050 CLASSIC LIGHT BUFF,SW6135 OCRE,SW6187 ROSEMARY,SW0043 PERISTYLE BRASS","01-22-106","22","106",""
"ikats-jasseer","Jasseer","<p>Jasseer pattern from our Ikats collection. Pattern #01-22-104. Customize colors to match your space perfectly with our ColorFlex system. Available as Professional-grade removable wallpaper. Easy to install and remove without damage.</p>","Saffron Cottage","Home & Garden > Decor","ColorFlex Pattern","ikats, pattern, wallpaper, fabric, removable, custom-color, colorflex","TRUE","Application","Wallpaper","01-22-104-wallpaper","89.99","","TRUE","TRUE","","","continue","","https://so-animation.com/colorflex/data/collections/ikats/thumbnails/jasseer.jpg","1","Jasseer pattern thumbnail","Jasseer - Ikats Collection | ColorFlex Wallpaper","Jasseer pattern from our Ikats collection. Customize colors to match your space perfectly with our ColorFlex system. Available for wallpaper, fabric, and other applications.","https://so-animation.com/colorflex/data/collections/","ikats","jasseer","6","Layer 1,Large Diamond,Inner Diamond,X Design,Dots,Small Diamonds","24x24","straight","SW0050 CLASSIC LIGHT BUFF,SW0055 LIGHT FRENCH GRAY,SW6187 ROSEMARY,SW6214 UNDERSEAS,SW0043 PERISTYLE BRASS,SW7726 LEMON VERBENA","01-22-104","22","104",""
